TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2118', '2602']|tanaladr|Planescape|Tanar'ri, Least, Dretch|Tanar'ri, Least, Dretch|Tanar'ri, Least, Dretch|Carnivore|Common|2|Low (5-7)|10%|Steady (11-12)|9|4-40|3|Group|S (3-4' tall)|See below|See below|19|Nil|1,400|Chaotic evil|4|The Abyss|1d4/1d4/1d4+1
['2118', '2602']|tanalama|Planescape|Tanar'ri, Least, Manes|Tanar'ri, Least, Manes|Tanar'ri, Least, Manes|Carnivore|Common|1|Semi- (2-4)|10%|See below|6|50-500|3|Horde|S (3' tall)|Acidic vapor|Immune to mind-affecting spells|20|Nil|975|Chaotic evil|8|The Abyss|1d2/1d2/1d4 or by weapon
['2118', '2602']|tanalaru|Planescape|Tanar'ri, Least, Rutterkin|Tanar'ri, Least, Rutterkin|Tanar'ri, Least, Rutterkin|Carnivore|Very rare|4|Average (8-10)|10%|Steady (11-12)|12|1|1 or 2|Solitary|M (5-7' tall)|Snap-tong|None|17|Nil|2,000|Chaotic evil|0|The Abyss|By weapon or 1d6+1/1d6+1
['2118', '2602']|tanaleaf|Planescape|Tanar'ri, Lesser, Alu-Fiend|Tanar'ri, Lesser, Alu-Fiend|Tanar'ri, Lesser, Alu-Fiend|Carnivore|Very rare|2|Average to genius (8-18)|30%|Steady (11-12)|12, Fl 15 (D)|1-2|1|Solitary|M (5' tall)|Magical weapon, spell use|Magical armor, cold iron or +1 or better weapons to hit, intuition|19|Nil|Normal: 4,000<br>Genius (L1-4): 5,000<br>Genius (L5-12): 6,000|Chaotic evil (see below)|5 (base; see below)|The Abyss|By weapon
['2118', '2602']|tanaleba|Planescape|Tanar'ri, Lesser, Bar-Lgura|Tanar'ri, Lesser, Bar-Lgura|Tanar'ri, Lesser, Bar-Lgura|Carnivore|Uncommon|6+6|Low to average (5-10)|30%|Elite (13-14)|9, Climb 15|2-12|3|Pack|M (5' tall)|Spring attack|Camouflage|15|Nil|8,000|Chaotic evil|0|The Abyss|1d6/1d6/2d6
['2118', '2602']|tanaleca|Planescape|Tanar'ri, Lesser, Cambion|Tanar'ri, Lesser, Cambion|Baron/Marquis|Carnivore|Very rare|6|High to genius (13-18)|30%|Elite (13-14)|15|1|2|Solitary|M (6-7' tall)|See below|See below|15|Z,A|6,000|Chaotic evil (see below)|2|The Abyss|By weapon
['2118', '2602']|tanaleca|Planescape|Tanar'ri, Lesser, Cambion|Tanar'ri, Lesser, Cambion|Major|Carnivore|Very rare|4|Average to exceptional (9-16)|30%|Elite (13-14)|15|1|2|Solitary|M (6-7' tall)|See below|See below|17|R,C|4,000|Chaotic evil (see below)|6|The Abyss|By weapon
['2118', '2602']|tanalesu|Planescape|Tanar'ri, Lesser, Succubus|Tanar'ri, Lesser, Succubus|Tanar'ri, Lesser, Succubus|Carnivore|Very rare|6|Exceptional (15-16)|30%|Elite (13-14)|12, F1 18 (C)|1|2|Solitary|M (6' tall)|Energy drain|+2 or better weapons to hit, immune to fire, never surprised|15|I,Q|11,000|Chaotic evil|0|The abyss|1d3/1d3
['2118', '2602']|tanamoly|Planescape|Tanar'ri, Guardian, Molydeus|Tanar'ri, Guardian, Molydeus|Tanar'ri, Guardian, Molydeus|Carnivore|Rare|12|High to exceptional (15-16)|90%|Fearless (19-20)|15|1|3|Solitary|H (12' tall)|Vorpal and dancing battle axe, poison|Cold iron weapons to hit, never surprised|9|Nil|21,000|Chaotic evil|-5|The Abyss|2d6/1d6/battle axe (2d10+5)
['2118', '2140', '2602']|tanatbal|Planescape|Tanar'ri, True, Balor|Tanar'ri, True, Balor|Tanar'ri, True, Balor|Carnivore|Very rare|13|Supra-genius (19-20)|70%|Fearless (19-20)|15, Fl 36 (B)|1|2 (sword, whip)|Solitary|L (12' tall)|Terror, body flames, death throes, explosion|+3 or better weapons to hit|7|H&times;3|26,000|Chaotic evil|-8|The Abyss|1d12/1d4 + special
['2118', '2602']|tanatgla|Planescape|Tanar'ri, True, Glabrezu|Tanar'ri, True, Glabrezu|Tanar'ri, True, Glabrezu|Carnivore|Rare|10|Exceptional (15-16)|50%|Fanatic (17-18)|15|1|5|Solitary|H (15' tall)|Grab|+2 or better weapons to hit|11|H (see below)|12,000|Chaotic evil|-7|The Abyss|2d6/2d6/1d3/1d3/1d4+1
['2118', '2602']|tanathez|Planescape|Tanar'ri, True, Hezrou|Tanar'ri, True, Hezrou|Tanar'ri, True, Hezrou|Carnivore|Common|9|Average to high (8-14)|70%|Fanatic (17-18)|12|1-6|3|Group|L (7'+ tall)|Bearhug, stench|+2 or better weapons to hit, half damage from other nonmagical attacks, never surprised|11|C|14,000|Chaotic evil|-6|The Abyss|1d6/1d6/4d4
['2118', '2140', '2602']|tanatmar|Planescape|Tanar'ri, True, Marilith|Tanar'ri, True, Marilith|Tanar'ri, True, Marilith|Carnivore|Very rare|12|Genius (17- 18)|70%|Fanatic (17-18)|15|1-2|7|Solitary|L (7' tall)|Magical weapons, constriction|+2 or better weapons to hit, never surprised, spell immunity|9|C,F|23,000|Chaotic evil|-9|The Abyss|4d6 (tail) and six weapons
['2118', '2602']|tanatnal|Planescape|Tanar'ri, True, Nalfeshnee|Tanar'ri, True, Nalfeshnee|Tanar'ri, True, Nalfeshnee|Carnivore|Very rare|11|Godlike (21+)|70%|Fanatic (17-18)|12, Fl 15 (D)|1|3|Solitary|H (20' tall)|Magical spray|Never surprised, cold iron or +2 or better weapons to hit|9|H&times;2|17,000|Chaotic evil|-8|The Abyss|1d4/1d4/2d4
['2118', '2602']|tanatvro|Planescape|Tanar'ri, True, Vrock|Tanar'ri, True, Vrock|Tanar'ri, True, Vrock|Carnivore|Uncommon|8|High (12-14)|70%|Fanatic (17-18)|12, Fl 18 (C)|2-8|5|Group|L (8' tall)|Spores, screech, first attack, <i>dance of ruin</i>|+2 or better weapons to hit, never surprised|13|Nil|19,000|Chaotic evil|-5|The Abyss|1d4/1d4/1d8/1d8/1d6 or by weapon +7 (Strength bonus)
['2602']|tiefling|Planescape|Tiefling|Tiefling|Tiefling|Carnivore|Uncommon|4+3|Very (11-12)|See below|Steady (11-12)|12|1 (5-8)|1 or by weapon|Solitary or Pack|M (6' tall)|Spells, poison|Immunities|15|C,Q,R|650|Any Neutral or Evil|4 (10)|Abyss|1-3 or by weapon
['2602']|vargouil|Planescape|Vargouille|Vargouille|Vargouille|Carnivore|Very rare|1+1|Low (5-7)|Nil|Average (8-10)|Fl 12 (B)|1-20|1|Pack|S (head-sized with 3' wingspan)|Poison, fear; see below|Nil|19|Nil|650|Neutral evil|8|Any ruins, burial place, or subterranean|1d4
['2118', '2602', '9413']|yugoarca|Planescape|Yugoloth, Greater, Arcanaloth|Yugoloth, Greater, Arcanaloth|Yugoloth, Greater, Arcanaloth|Carnivore|Very rare|12+24|Genius (17-18)|60%|Champion (15-16)|12, Fl 18 (B)|1-3|3|Solitary|M (6' tall)|Claw, sting|+3 or better weapons to hit, spell immunity|9|H|20,000|Neutral evil|-8|Lower Planes|1d4/1d4/2d6
['2118', '2602']|yugoderg|Planescape|Yugoloth, Lesser, Dergoloth|Yugoloth, Lesser, Dergoloth|Yugoloth, Lesser, Dergoloth|Carnivore|Uncommon|8+16|Low (5-7)|40%|Elite (13-14)|12|1-4|5|Solitary|L (8' tall)|Grab, <i>feeblemind</i>|Weapon parry, +1 or better weapons to hit|13|Nil|12,000|Neutral evil|-3 (see below)|Lower Planes|See below
['2118', '2602']|yugohydr|Planescape|Yugoloth, Lesser, Hydroloth|Yugoloth, Lesser, Hydroloth|Yugoloth, Lesser, Hydroloth|Carnivore|Common|7+14|Average (8-10)|40%|Elite (13-14)|6, Glide 12 (E), Sw 24|1-6 or 10-30|3 or 5|Solitary (see below)|L (10' tall)|Sleep attack|+1 or better weapons to hit|13|I,Y|14,000|Neutral evil|-2|Lower Planes|1d8/1d8/1d4/1d4/1d10
['2118', '2602']|yugomezz|Planescape|Yugoloth, Lesser, Mezzoloth|Yugoloth, Lesser, Mezzoloth|Yugoloth, Lesser, Mezzoloth|Carnivore|Common|10+20|Low (5-7)|50%|Elite (13-14)|15|2-5|2 or 1|Group|M (7' tall)|Magical items|+2 or better weapons to hit|11|Nil|21,000|Neutral evil|-1|Lower Planes|1d6+6/1d6+6 or weapon +6 (Strength bonus)
['2118', '2602']|yugopisc|Planescape|Yugoloth, Lesser, Piscoloth|Yugoloth, Lesser, Piscoloth|Yugoloth, Lesser, Piscoloth|Carnivore|Uncommon|9+18|Very (11-12)|40%|Elite (13-14)|6, Sw 18|2-8|2|Group|M (5' tall)|Severing, sting|Never surprised, +1 or better weapons to hit|11|E|19,000|Neutral evil|-5|Lower Planes|2d8/2d8
['2118', '2602']|yugoultr|Planescape|Yugoloth, Greater, Ultroloth|Yugoloth, Greater, Ultroloth|Yugoloth, Greater, Ultroloth|Carnivore|Very rare|13+26|Supra-genius (19-20)|60%|Champion (15-16)|15, Fl 15 (C), Sw 15|1|2|Solitary|M (6½' tall)|Magical weapon, gaze of fascination|+3 or better weapons to hit, never surprised|7|G,R|26,000|Neutral evil|-8|Lower Planes|1d12/1d12 or by weapon +9 (Strength bonus)
['2118', '2602']|yugoyagn|Planescape|Yugoloth, Lesser, Yagnoloth|Yugoloth, Lesser, Yagnoloth|Yugoloth, Lesser, Yagnoloth|Carnivore|Uncommon|10+20|High to exceptional (13-16)|40%|Elite (13-14)|18|1|2|Solitary|L (12' tall)|Magical weapon, acid breath, devour|+1 or better weapons to hit|11|R,H|20,000|Neutral evil|-4|Lower Planes|1d12 or by weapon +10
