TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2140', '2132']|crabman|Advanced Dungeons & Dragons 2nd Edition|Crabman|Crabman|Crabman|Omnivore|Rare|3|Low to average (5-10)|Nil|Steady (11-12)|9, Sw 6|2-12|2|Tribal|M-L (7-10' tall)|Nil|Nil|17|(K&times;5,L&times;5,C)|65|Neutral|4|Temperate to tropical sea coasts|1-6/1-6
['2140', '2104', '9247']|crawclaw|Advanced Dungeons & Dragons 2nd Edition|Crawling Claw|Crawling Claw|Crawling Claw|Special|Rare|2-4 hit points|Non- (0)|See below|Fearless (19-20)|9|1-20|1|Swarm|T (human hand)|Nil|See below|20|Any|35|Neutral|7|Any|1-4 (armored foes)<br>1-6 (unarmored foes)
['2140', '2103']|crocodil|Advanced Dungeons & Dragons 2nd Edition|Crocodile|Crocodile|Giant|Carnivore|Very rare to common|7|Animal (1)|Nil|Steady (11)|6, Sw 12|1 to 2-12|2|None|H (21-30' long)|Surprise|Nil|13|Nil|1,400|Neutral|4|Subtropical and tropical/<br>Saltwater swamps and rivers|3-18/2-20
['2140', '2103']|crocodil|Advanced Dungeons & Dragons 2nd Edition|Crocodile|Crocodile|Normal|Carnivore|Common|3|Animal (1)|Nil|Average (9)|6, Sw 12|3-24|2|None|L (8-15' long)|Surprise|Nil|17|Nil|65|Neutral|5|Subtropical and tropical/<br>Saltwater swamps and rivers|2-8/1-12
['2140', '2103']|crusgian|Advanced Dungeons & Dragons 2nd Edition|Crustacean, Giant|Crustacean, Giant|Giant Crab|Omnivore|Rare|3|Non- (0)|Nil|Elite (13)|9|2-12|2|None|L (8-15')|Nil|Surprise|17|Nil|65|Neutral|3|Any seashore|2-8/2-8
['2140', '2103']|crusgian|Advanced Dungeons & Dragons 2nd Edition|Crustacean, Giant|Crustacean, Giant|Giant Crayfish|Omnivore|Uncommon|4+4|Non- (0)|Nil|Elite (13)|6, Sw 12|1-4|2|None|L (8'+ long)|Nil|Surprise|15|Nil|175|Neutral|4|Temperate/Freshwater rivers|2-12/2-12
['2140', '2107']|crypthin|Advanced Dungeons & Dragons 2nd Edition|Crypt Thing|Crypt Thing|Crypt Thing|None|Very rare|6|Very (11-12)|Nil|Fanatic (17-18)|12|1|1|Solitary|M (6' tall)|Teleport|See below|15|Z|975|Neutral|3|Any/Tomb or grave area|1-8
['2140', '2105']|deatknig|Advanced Dungeons & Dragons 2nd Edition|Death Knight|Death Knight|Death Knight|None|Very rare|9 (10-sided dice)|Genius (17-18)|75% (see below)|Fanatic (17)|12|1|1 with +3 bonus|Solitary|M (6-7' tall)|See below|See below|11|Nil|6,000|Chaotic evil|0|Any|By weapon
['2140', '9300', '1085']|deepspaw|Forgotten Realms|Deepspawn|Deepspawn|Deepspawn|Omnivorous|Very rare|14|Genius (17-18)|77%|Elite (15-16)|6, Sw 8|1|6|Solitary|H (14' diam., tentacles to 20' long)|See below|See below|7|K,L,M,Q&times;2,V&times;2,X|12,000|Chaotic evil|6|Any|3-12 &times;3 (bites)/2-5 &times;3 (slaps) or by weapon type &times;3
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Ankylosaurus|Herbivore|Uncommon|9|Animal (1)|Nil|Elite (13)|6|2-5|1|Solitary|H (15' long)|Nil|Nil|11|Nil|1,400|Neutral|0|Any land|3-18
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Deinonychus|Carnivore|Rare|4+1|Animal (1)|Nil|Steady (11)|21|1-6|3|Pack|L (12' long)|Jump, rake|Nil|17|Nil|270|Neutral|4|Any land|1-3/1-3/2-8
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Diplodocus|Herbivore|Common|24|Animal (1)|Nil|Steady (12)|6|1-6|1|Family|G (80' long)|See below|Nil|5|Nil|16,000|Neutral|6|Any swamp|3-18
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Elasmosaurus|Carnivore|Uncommon|15|Animal (1)|Nil|Steady (12)|3, Sw 15|1-2|1|Solitary|G (50' long)|Nil|Nil|5|Nil|6,000|Neutral|7|Any ocean|4-24
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Lambeosaurus|Herbivore|Common|12|Animal (1)|Nil|Steady (11)|12|2-16|1|Herd|H (20' long)|Nil|Nil|9|Nil|2,000|Neutral|6|Any land|2-12
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Pteranodon|Carnivore|Common|3+3|Animal (1)|Nil|Average (9)|3, Fl 15|3-18|1|Flock|L (30' wingspan)|Nil|Nil|17|Nil|175|Neutral|7|Any|2-8
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Stegosaurus|Herbivore|Common|18|Animal (1)|Nil|Elite (13)|6|2-8|1|Herd|H (25' long)|Nil|Nil|5|Nil|9,000|Neutral|5|Any land|5-20
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Triceratops|Herbivore|Common|16|Animal (1)|Nil|Elite (13)|9|2-8|3|Herd|H (24'+ long)|Trampling|Nil|5|Nil|8,000|Neutral|2/6|Any land|1-8/1-12/<br>1-12
['2140']|dinosau1|Advanced Dungeons & Dragons 2nd Edition|Dinosaur I|Dinosaur I|Tyrannosaurus|Carnivore|Uncommon|18|Animal (1)|Nil|Steady (12)|15|1-2|3|Solitary|G (50' long)|See below|Nil|5|Nil|12,000|Neutral|5|Any land|1-6/1-6/5-40
['2140', '2428', '2102']|dispbeas|Advanced Dungeons & Dragons 2nd Edition|Displacer Beast|Displacer Beast|Displacer Beast|Carnivorous|Very rare|6|Semi-(2-4)|Nil|Elite (13-14)|15|2-5 (1d4+1)|2|Pack|L (8-12' long)|Nil|-2 on opponent's attack roll|15|(D)|975|Lawful evil|4|Temperate mountains|2-8 (2d4)/2-8 (2d4)
['2109', '2140', '2102']|dog|Advanced Dungeons & Dragons 2nd Edition|Dog|Dog|Blink Dog|Omnivorous|Rare|4|Average (8-10)|Nil|Steady<br>(11-12)|12|4-16 (4d4)|1|Pack|M (4' long)|From the rear 75% of the time|Teleportation|17|(C)|270|Lawful good|5|Temperate plains|1-6
['2109', '2140', '2102']|dog|Advanced Dungeons & Dragons 2nd Edition|Dog|Dog|Death Dog|Carnivorous|Very rare|2+1|Semi- (2-4)|Nil|Steady<br>(11-12)|12|5-50 (5d10)|2|Pack|M (6' long)|Disease|Nil|19|Nil|120|Neutral evil|7|Warm deserts and subterranean|1-10/1-10
['2109', '2140', '2102']|dog|Advanced Dungeons & Dragons 2nd Edition|Dog|Dog|War Dog|Omnivorous|Uncommon|2+2|Semi- (2-4)|Nil|Average<br>(8-10)|12|Variable|1|Solitary|M<br>(4-6' long)|Nil|Nil|19|Nil|65|Neutral|6|Any|2-8 (2d4)
['2109', '2140', '2102']|dog|Advanced Dungeons & Dragons 2nd Edition|Dog|Dog|Wild Dog|Omnivorous|Common|1+1|Semi- (2-4)|Nil|Unsteady<br>(5-7)|15|4-16 (4d4)|1|Pack|S (3' long)|Nil|Nil|19|Nil|35|Neutral|7|Any|1-4
['2118', '2140']|dogmoon|Planescape|Dog, Moon|Dog, Moon|Dog, Moon|Carnivore|Rare|9+3|High to exceptional (13-16)|25%|Fanatic (17-18)|30, bipedal 9|1 or 2-8 (see below)|1|Solitary or small pack (see below)|M (3' at shoulders)|Bay, howl|Shadowy hypnotic pattern, +2 or better weapons to hit|11|Nil|9,000|Neutral good|0|Elysium and Prime|3-12
['2140', '2103']|dolphin|Advanced Dungeons & Dragons 2nd Edition|Dolphin|Dolphin|Dolphin|Carnivore|Uncommon|2+2|Very (11-12)|Nil|Steady (11)|30|2-20|1|School|M (5-6' long)|Nil|Save as 4th-lvl fighter|19|Nil|120|Lawful good|5|Any saltwater|2-8
['2140', '2103']|doppelga|Advanced Dungeons & Dragons 2nd Edition|Doppelganger|Doppelganger|Doppelganger|Omnivore|Very rare|4|Very (11-12)|See below|Elite (13)|9|3-12|1|Tribal|M|Surprise|See below|17|E|420|Neutral|5|Any|1-12
['2140', '9547', '1085', '2104']|dracolic|Advanced Dungeons & Dragons 2nd Edition|Dracolich|Dracolich|Dracolich|None required for sustenance, but as per former dragon type to refuel breath weapon|Very rare|As per former dragon type and age|As per individual dragon|As per former dragon type and age|As per former dragon type until specific circumstances occur (see below), then Fearless (19-20)|As per former dragon type and age|1|As per former dragon type, typically 3 + special|Solitary|As per individual dragon|Breath weapon, spell use, paralyzing gaze, undead control|Strengthened dragon fear aura; immune to <i>charm</i>, <i>sleep</i>, <i>enfeeblement</i>, <i>polymorph</i>, cold (magical or normal), electricity, <i>hold</i>, insanity, or <i>death</i> spells or symbols, poison, paralysis, and turning; no attack or damage roll bonuses allowed against them; injured only by magical attacks from 6th-level or greater wizards or by attacks from 6 or more HD monsters|As per former dragon type and age|B,H,S,T|As per individual dragon, plus 1,000 (both body and host must be destroyed)|Lawful evil, neutral evil, or chaotic evil (as per former dragon type; nonevil dragons become evil on transformation)|As per former dragon type with an additional -2 bonus to AC|As per former dragon type|As per former dragon type and age + 2d8 points of cold damage per successful attack + 2d6 rounds of paralysis (save vs. paralysis allowed)
['2140', '9274']|dragbrow|Forgotten Realms|Dragon, Brown|Dragon, Brown|Dragon, Brown|Special|Very rare|14 (base)|High (13-14)|See below|Fanatic (17-18)|12, Br 24|1 (2-5)|3 + special|Solitary or clan|G (54' base)|See below|Varies|7|Special|Varies|Neutral (evil)|2 (base)|Arid/Desert|1-4/1-4/3-30
['2140', '2102']|dragcbla|Advanced Dungeons & Dragons 2nd Edition|Dragon, Chromatic, Black|Dragon, Chromatic, Black|Dragon, Chromatic, Black|Special|Rare|12 (base)|Average (8-10)|Variable|Fanatic (17-18)|12, Fl 30 (C), Sw 12|1 (2-5)|3 + special|Solitary or clan|G (30' base)|Special|Variable|9 (base)|Special|Variable|Chaotic evil|1 (base)|Any swamp, jungle, and subterranean|1-6/1-6/3-18
['2140', '2102']|dragcblu|Advanced Dungeons & Dragons 2nd Edition|Dragon, Chromatic, Blue|Dragon, Chromatic, Blue|Dragon, Chromatic, Blue|Special|Very rare|14 (base)|Very (11-12)|Varies|Fanatic (17-18)|9, Fl 30 (C), Br 4|1 (2-5)|3 + special|Solitary or clan|G (42' base)|Special|Varies|7 (base)|Special|Varies|Lawful evil|0 (base)|Arid deserts|1-8/1-8/3-24
['2140', '2102']|dragcgre|Advanced Dungeons & Dragons 2nd Edition|Dragon, Chromatic, Green|Dragon, Chromatic, Green|Dragon, Chromatic, Green|Special|Very rare|13 (base)|Very (11-12)|Varies|Champion (15-16)|9, Fl 30 (C), Sw 9|1 (2-5)|3 + special|Solitary or clan|G (36' base)|Special|Varies|7 (base)|Special|Varies|Lawful evil|0 (base)|Sub-tropical, temperate/forest, subterranean|1-8/1-8/2-20 (2d10)
['2107', '2140']|dragclou|Greyhawk|Dragon, Cloud|Dragon, Cloud|Dragon, Cloud|Special|Very rare|14 (base)|Genius (17-18)|Varies|Fanatic (17)|6, Fl 39 (C), Jp 3|1 (2-5)|3 + special|Solitary or clan|G (66' base)|Special|Varies|7|Special|Varies|Neutral|0 (base)|Tropical, subtropical, temperature/Clouds, mountains|1-10/1-10/3-36
['2140', '2102']|dragcred|Advanced Dungeons & Dragons 2nd Edition|Dragon, Chromatic, Red|Dragon, Chromatic, Red|Dragon, Chromatic, Red|Special|Very rare|15 (base)|Exceptional (15-16)|Varies|Fanatic (17-18)|9, Fl 30 (C), Jp 3|1 (2-5)|3 + special|Solitary or clan|G (48' base)|Special|Varies|7 (at 9 HD)|Special|Varies|Chaotic evil|-3 (base)|Tropical, sub-tropical, temperate/hills, mountains|1-10/1-10/3-30 (3d10)
['2140', '2102']|dragcwhi|Advanced Dungeons & Dragons 2nd Edition|Dragon, Chromatic, White|Dragon, Chromatic, White|Dragon, Chromatic, White|Special|Rare|11 (base)|Low (5-7)|Varies|Champion (15-16)|12, Fl 40 (C), Sw 12|1 (2-5)|3 + special|Solitary or clan|H (24' base)|Special|Varies|9 (at 11 HD)|Special|Varies|Chaotic evil|1 (base)|Arctic plains, hills, mountains, and subterranean|1-6/1-6/3-16 (2d8)
['2125', '2140', '9326']|dragdeep|Forgotten Realms|Dragon, Deep|Dragon, Deep|Dragon, Deep|Carnivorous|Rare|14 (base)|Exceptional (15-16)|Variable|Fanatic (17-18)|12, Fl 30 (C), Br 6, Sw 9|1 (2-5)|3 + special|Solitary or clan|H (24' base)|See below|Variable|7 (base)|Special|Variable|Chaotic evil|0 (base)|Hill and mountain caverns, subterranean|3-12/3-12/3-24
['2140']|drageame|Advanced Dungeons & Dragons 2nd Edition|Dragon, Gem, Amethyst|Dragon, Gem, Amethyst|Dragon, Gem, Amethyst|Special|Very rare|14 (base)|Genius (17-18)|Varies|Fanatic (17-18)|12, Fl 40 (C), Sw 12|1 (2-5)|3|Solitary or clan|G (30' base)|Varies|Varies|7 (base)|Special|Varies|Neutral|-4 (base)|Temperate, cold/mountain lakes|1-10/1-10/5-30
['2140']|dragecry|Advanced Dungeons & Dragons 2nd Edition|Dragon, Gem, Crystal|Dragon, Gem, Crystal|Dragon, Gem, Crystal|Special|Very rare|10 (base)|Exceptional (15-16)|Varies|Fanatic (17-18)|9, Fl 24 (C), Jp 3|1 (2-5)|3 + special|Solitary or clan|L (12' base)|Varies|Varies|11 (base)|Special|Varies|Chaotic neutral|0 (base)|Temperate, cold/Mountains|1-6/1-6/2-12
['2140']|drageeme|Advanced Dungeons & Dragons 2nd Edition|Dragon, Gem, Emerald|Dragon, Gem, Emerald|Dragon, Gem, Emerald|Special|Very rare|12 (base)|Exceptional (15-16)|Varies|Fanatic (17-18)|9, Fl 30 (C), Br 3|1 (2-5)|3|Solitary or clan|H (20' base)|Varies|Varies|9 (base)|Special|Varies|Lawful neutral|-2 (base)|Tropical, subtropical/Extinct volcanoes|1-8/1-8/3-18
['2140']|dragesap|Advanced Dungeons & Dragons 2nd Edition|Dragon, Gem, Sapphire|Dragon, Gem, Sapphire|Dragon, Gem, Sapphire|Special|Very rare|13 (base)|Genius (17-18)|Varies|Fanatic (17-18)|9, Fl 30 (C), Br 6|1 (2-5)|3|Solitary or clan|H (24' base)|Varies|Varies|7 (base)|Special|Varies|Lawful neutral|-3 (base)|Any/Subterranean|1-8/1-8/5-20 (3d6+2)
['2140']|dragetop|Advanced Dungeons & Dragons 2nd Edition|Dragon, Gem, Topaz|Dragon, Gem, Topaz|Dragon, Gem, Topaz|Special|Very rare|11 (base)|Exceptional (15-16)|Varies|Champion (15-16)|9, Fl 24 (C), Sw 9|1 (2-5)|3|Solitary or clan|H (15' base)|Varies|Varies|9 (base)|Special|Varies|Chaotic neutral|-1 (base)|Temperate or cold seacoast|2-7/2-7/2-16
['2140']|dragmbra|Advanced Dungeons & Dragons 2nd Edition|Dragon, Metallic, Brass|Dragon, Metallic, Brass|Dragon, Metallic, Brass|Special|Rare|12 (base)|High (13-14)|Varies|Fanatic (17 base)|12, Fl 30 (C), Br 6|1 (2-5)|3 + special|Solitary or clan|G (30' base)|Special|Varies|9|Special|Varies|Chaotic good (neutral)|0 (base)|Arid/Desert, plains|1-6/1-6/4-16
['2140']|dragmbro|Advanced Dungeons & Dragons 2nd Edition|Dragon, Metallic, Bronze|Dragon, Metallic, Bronze|Dragon, Metallic, Bronze|Special|Very rare|14 (base)|Exceptional (15-16)|Varies|Fanatic (17 base)|9, Fl 30 (C), Sw 12|1 (2-5)|3 + special|Solitary or clan|G (42' base)|Special|Varies|8 (base)|Special|Varies|Lawful good|-2 (base)|Tropical, sub-tropical, temperate/subterranean, lake shore, sea shore|1-8/1-8/4-24
['2140']|dragmcop|Advanced Dungeons & Dragons 2nd Edition|Dragon, Metallic, Copper|Dragon, Metallic, Copper|Dragon, Metallic, Copper|Special|Rare|13 (base)|High (13-14)|Varies|Elite (16 base)|9, Fl 30 (C), Jp 3|1 (2-5)|3 + special|Solitary or clan|G (36' base)|Special|Varies|9 (at 13 HD)|Special|Varies|Chaotic good|1 (base)|Arid, temperate/Hills, mountains|1-6/1-6/5-20
['2140', '9297']|dragmerc|Advanced Dungeons & Dragons 2nd Edition|Dragon, Mercury|Dragon, Mercury|Dragon, Mercury|Omnivore|Very rare|11 (base)|Highly (13-14)|See below|Fanatic (17-18)|15, Fl 36 (C), Jp 3|1 (2-5)|3 + special|Solitary or clan|H (25' base)|See below|Variable|9 (base)|See below|Variable|Chaotic good|-1 (base)|Temperate and subtropical/Mountains (preferably volcanic)|2-8/2-8/2-20
['2140']|dragmgol|Advanced Dungeons & Dragons 2nd Edition|Dragon, Metallic, Gold|Dragon, Metallic, Gold|Dragon, Metallic, Gold|Special|Very rare|16 (base)|Genius (17-18)|Varies|Fanatic (17-18)|12, Fl 40 (C), Jp 3, Sw 12|1 (2-5)|3 + special|Solitary or clan|G (54' base)|Special|Varies|5 (at 16 HD)|Varies|Varies|Lawful good|-4 (base)|Any|1-10/1-10/6-36 (6d6)
['2140', '2107']|dragmist|Advanced Dungeons & Dragons 2nd Edition|Dragon, Mist|Dragon, Mist|Dragon, Mist|Special|Very rare|11 (base)|Exceptional (15-16)|Nil or 15%|Champion (16 base)|12, Fl 39 (C), Sw 12|1 (2-5)|3 + special|Solitary or clan|G (54' base)|Special|Variable|9 (base)|Special|Variable|Neutral|1 (base) or -2 (base)|Tropical and subtropical/Forests, lake shores, sea shores, and river banks|2-5/2-5/2-24
['2140']|dragmsil|Advanced Dungeons & Dragons 2nd Edition|Dragon, Metallic, Silver|Dragon, Metallic, Silver|Dragon, Metallic, Silver|Special|Very rare|15 (base)|Exceptional (15-16)|Varies|Fanatic (17-18)|9, Fl 30 (C), Jp 3|1 (2-5)|3 + special|Solitary or clan|G (48' base)|Special|Varies|5 (at 15 HD)|Special|Varies|Lawful good|-3 (base)|Tropical, sub-tropical, temperate/Mountains, clouds|1-8/1-8/5-30 (5d6)
['2140', '2107']|dragshad|Advanced Dungeons & Dragons 2nd Edition|Dragon, Shadow|Dragon, Shadow|Dragon, Shadow|Special|Very rare|12 (base)|Genius (17-18)|Variable|Champion (16)|18, Fl 30 (D), Jp 3|1 (2-5)|3 + special|Solitary or clan|H (21' base)|Special|Variable|9 (base)|Special|Variable|Chaotic evil|-4 (base)|Non-arctic/Ruins, subterranean, and plane of Shadow|1-6/1-6/3-18
['2140']|dragstee|Advanced Dungeons & Dragons 2nd Edition|Dragon, Steel|Dragon, Steel|Dragon, Steel|Special|Very rare|11 (base)|Supra-genius (19-20)|Variable|Fanatic (17-18)|9, Fl 30(D), Sw 6|1|3 + special|Solitary|H (25' base)|Special|Variable|9 (base)|Special|Variable|Lawful neutral (good)|0 (base)|Temperate cities (rarely temperate hills, plains, and forests.)|1-10/1-10/3-30
['2140', '9297']|dragyell|Advanced Dungeons & Dragons 2nd Edition|Dragon, Yellow|Dragon, Yellow|Dragon, Yellow|Omnivore|Very rare|13 (base)|Very (11-12)|See below|Champion (15-16)|12, Fl 30 (C)|1 (1-4)|3 + special|Solitary|G (36' base)|See below|Variable|7 (base)|See below|Variable|Chaotic evil|0 (base)|Desert|1-8/1-8/2-16
['2140', '2103']|drgonne|Advanced Dungeons & Dragons 2nd Edition|Dragonne|Dragonne|Dragonne|Carnivore|Very rare|9|Low (5-7)|Nil|Champion (15)|15, Fl 9 (E)|1|3|Solitary|M (5' at shoulder)|Roar|Nil|11|B,S,T|2,000|Neutral|6 (Flying)/2 (Ground)|Warm temperate to tropical/Hills and desert|1-8/1-8/3-18
['2140', '2102']|drgturtl|Advanced Dungeons & Dragons 2nd Edition|Dragon Turtle|Dragon Turtle|Dragon Turtle|Carnivore|Very rare|12-14|Very (11-12)|Nil|Fanatic (17)|3, Sw 9|1|3|Solitary|G (30' diameter shell)|Breath weapon, capsize ships|Nil|12 Hit Dice: 9<br>13-14 Hit Dice: 7|B,R,S,T,V|12 Hit Dice: 10,000<br>13 Hit Dice: 11,000<br>14 Hit Dice: 12,000|Neutral|0|Subtropical and temperate fresh and salt water|2-12/2-12/4-32
['2140', '2104']|drnefadr|Advanced Dungeons & Dragons 2nd Edition|Dragonet, Faerie Dragon|Dragonet, Faerie Dragon|Dragonet, Faerie Dragon|Herbivore|Very rare|See below|Genius (17-18)|See below|Steady (11)|6, Fl 24 (A)|1-6|1|Solitary or clan|T (1-1½' long)|Breath weapon, spells|Invisibility|17|S,T U|3,000|Chaotic good|5 (1 when invisible)|Temperate, tropical, and subtropical forests|1-2
['2140']|drnefidr|Advanced Dungeons & Dragons 2nd Edition|Dragonet, Fire Drake|Dragonet, Fire Drake|Dragonet, Fire Drake|Carnivore|Rare|4|Semi- (2-4)|Nil|Average (9)|6, Fl 18(C)|2-8|1|Familial lair|S (4' long)|Breath weapon|Nil|17|Nil|420|Neutral|5|Temperate/Hills and mountains|2-8
['2140']|drnepsdr|Advanced Dungeons & Dragons 2nd Edition|Dragonet, Pseudodragon|Dragonet, Pseudodragon|Dragonet, Pseudodragon|Omnivore|Very rare|2|Average (8-10)|35%|Champion (15)|6, Fl 24 (B)|1 (50% chance of 1-8 in nests)|1|Solitary|T (1½' long)|Poison sting|Chameleon power|19|Q (&times;10)|420|Neutral (good)|2|Temperate or subtropical forests and caves|1-3+special
['2140', '2103']|dryad|Advanced Dungeons & Dragons 2nd Edition|Dryad|Dryad|Dryad|Herbivore|Very rare|2|High (13-14)|50%|Steady (12)|12|1 or 1-6|1|Solitary|M (5' tall)|Charm|See below|19|M (&times;100), Q (&times;10)|975|Neutral|9|Secluded oak groves|1-4 (knife)
['1064', '2140', '9302', '9292']|dwarderr|Dragonlance|Dwarf, Derro|Dwarf, Derro|Dwarf, Derro|Omnivore|Very rare|3, but see below|Very to genius (13-18)|30%|Steady (12)|9|3-30|1 or 2|Tribal|S (4' tall)|See below|See below|17, but see below|See below|975 and up|Chaotic evil|5 or 4 (8)|Any/Subterranean|By weapon
['2140', '2103']|dwarf|Advanced Dungeons & Dragons 2nd Edition|Dwarf|Dwarf|Hill|Omnivore|Common|1|Very (11-12)|See below|Elite (13-14)|6|40-400|1|Clans|S to M (4' and taller)|See below|See below|20|M&times;5 (G,Q&times;20,R)|175|Lawful good|4 (10)|Subarctic to subtropical rocky hills|1-8 (weapon)
['2140', '2103']|dwarf|Advanced Dungeons & Dragons 2nd Edition|Dwarf|Dwarf|Mountain|Omnivore|Common|1+1|Very (11-12)|See below|Elite (13-14)|6|40-400|1|Clans|M (4½' and taller)|See below|See below|19|M&times;5 (G,Q&times;20,R)|270|Lawful good|4 (10)|Subarctic to subtropical mountains|1-8 (weapon)
['2103', '2140']|elekair|Advanced Dungeons & Dragons 2nd Edition|Elemental, Air Kin|Elemental, Air Kin|Aerial Servant|Wind|Very rare|16|Semi- (2-4)|Nil|Elite (14)|Fl 24 (A)|1|1|Solitary|L (8' tall)|See below|+1 or better weapon to hit|5|Nil|9,000|Neutral|3|Any (see below)|8-32 (8d4)
['2103', '2140']|elekair|Advanced Dungeons & Dragons 2nd Edition|Elemental, Air Kin|Elemental, Air Kin|Sylph|Omnivore|Very rare|3|Exceptional (15-16)|50%|Elite (14)|12, Fl 36 (A)|1|0|Solitary|M (4-5'  tall)|See below|See below|17|Q&times;10,X|2,000|Neutral (good)|9|High altitudes or treetops|Nil
['2140']|elekeart|Advanced Dungeons & Dragons 2nd Edition|Elemental, Earth Kin|Elemental, Earth Kin|Pech|Omnivore|Rare|4|Average to exceptional (8-16)|25%|Average (10)|9|5-20|1|Clan|S (4' tall)|See below|See below|17|See below|1,400|Neutral good|3|Any subterranean|By weapon +3
['2140']|elekeart|Advanced Dungeons & Dragons 2nd Edition|Elemental, Earth Kin|Elemental, Earth Kin|Sandling|Minerals|Rare|4|Non- (0)|Nil|Unsteady (7)|12, Br 6|1|1|Solitary|L (10' diameter)|Nil|See below|17|Nil|420|Neutral|3|Temperate or tropical, sandy or subterranean|2-16
['2140', '2103']|elekfire|Advanced Dungeons & Dragons 2nd Edition|Elemental, Fire Kin|Elemental, Fire Kin|Fire Snake|Fire|Uncommon|2|Semi- (2-4)|Nil|Steady (11)|4|1-6|1|Pack|S (2-3' long)|Paralyzation|Immune to fire|19|Q|120|Neutral|6|Fires|1-4
['2140', '2103']|elekfire|Advanced Dungeons & Dragons 2nd Edition|Elemental, Fire Kin|Elemental, Fire Kin|Salamander|Omnivore|Rare|7+7|High (13-14)|Nil|Elite (13)|9|2-5|2|Pack|M (7' long)|Heat 1-6|+1 or better to hit|13|F|2,000|Chaotic evil|5/3|Special|2-12, 1-6 (weapon)
['2103', '2140']|elekwate|Advanced Dungeons & Dragons 2nd Edition|Elemental, Water Kin|Elemental, Water Kin|Nereid|Clean water|Very rare|4|Very (12)|50%|Steady (11)|12, Sw 12|1-4|0|Solitary|M (4-5' tall)|See below|See below|17|X|975|Any chaotic|10|Tropical or temperate water|Nil
['2103', '2140']|elekwate|Advanced Dungeons & Dragons 2nd Edition|Elemental, Water Kin|Elemental, Water Kin|Water Weird|See below|Very rare|3+3|Very (11-12)|Nil|Elite (13)|12|1-3|0|Solitary|L (10'+ long)|Drowning|See below|15|I,O,P,Y|420|Chaotic evil|4|Any water|Nil
['2140', '2501']|elemchae|Mystara|Elemental of Chaos, Air/Earth|Elemental of Chaos, Air/Earth|Eolian|Air, clouds|Very rare|8|Very (11)|Nil|Elite (13)|Fl 36 (A)|1d4|2 or 1|Clique|L (10' long)|Suffocation, spells|See below|13|Nil|5,000|Any chaotic|2|Any air|2d4 (buffet)/2d4 (buffet)
['2140', '2501']|elemchae|Mystara|Elemental of Chaos, Air/Earth|Elemental of Chaos, Air/Earth|Erdeen|Earth, metal|Very rare|10|Very (12)|Nil|Elite (14)|18|1|2|Solitary|L (9' tall)|Spells|See below|11|Special|7,000|Chaotic neutral|0|Any earth|1d12 (fist)/1d12 (fist)
['2140', '2501']|elemchfw|Mystara|Elemental of Chaos, Fire/Water|Elemental of Chaos, Fire/Water|Pyrophor|Fire|Very rare|7|Very (12)|Nil|Steady (12)|12, Fl 36|1d6+1|2|Tribe|M (5' across)|Fire, spells|See below|13|Nil|3,000|Chaotic evil|3|Any fire|2d6 (lash)/2d6 (lash)
['2140', '2501']|elemchfw|Mystara|Elemental of Chaos, Fire/Water|Elemental of Chaos, Fire/Water|Undine|Water|Very rare|8|Average (11)|Nil|Elite (13)|9, Sw 24|1|1|Solitary|L (12' long)|Spells, constriction|See below|11|Nil|4,000|Chaotic good|4|Any water|2d8 (fist) or 1d10 (coil)
['2140']|elemcomp|Advanced Dungeons & Dragons 2nd Edition|Elemental, Composite|Elemental, Composite|Skriaxit|See below|Very rare|16+16 or 24+24|Exceptional (15-16)|50%|Fanatic (17-18)|12, 18, or 24|3-18|2|Pack|L (10' tall)|Sandstorm, <i>dispel magic</i>|+2 or better weapon to hit; see below|5|Nil|16+16 HD: 16,000<br>24+24 HD: 24,000|Neutral evil|-5|Subtropical desert|2-20/2-20
['2140']|elemcomp|Advanced Dungeons & Dragons 2nd Edition|Elemental, Composite|Elemental, Composite|Tempest|See below|Very rare|9-12|Low to average (5-10)|Nil|Champion (15-16)|Fl 24|1|1|Solitary|G (50' diameter)|Whirlwind, lightning| 2 or better weapon to hit; see below|9-10 HD: 11<br>11-12 HD: 9|K|9 HD: 6,000<br>10 HD: 7,000<br>11 HD: 8,000<br>12 HD: 9,000|Chaotic neutral|2|Any outside|2-16
