TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2153']|seaspami|Ravenloft|Sea Spawn, Minion|Sea Spawn, Minion|Sea Spawn, Minion|Carnivore|Rare|1|Low (5-7)|Nil|Steady (11-12)|3, Sw 3|3-18 (3d6)|1|Group|T (6&rdquo; long)|See below|See below|19|Nil|35|Lawful evil|5|Coastal (Sea of Sorrows)|1 point of damage
['2153', 'Dragon174']|shadasp|Ravenloft|Shadow Asp|Shadow Asp|Shadow Asp|None|Rare|½ (1-4 hit points)|Animal (1)|Nil|Fearless (19-20)|0|5d6|1|Special|T (6-12&rdquo; long)|Shadow poison, surprise|Piercing attacks do half damage|20|A|65|Neutral|2|Har'Akir|1d2
['2153', '9364']|shatbret|Ravenloft|Shattered Brethren|Shattered Brethren|Shattered Brethren|Varies|Rare|3|Low (5-7)|Nil|Unsteady (5-7)|5-30|Varies|Varies|Fraternal|M (4-7' tall)|See below|Regeneration/psionics|17|I,K,M|250|Neutral evil|Varies|Subterranean|Varies
['2153']|skelarch|Ravenloft|Skeleton, Archer|Skeleton, Archer|Skeleton, Archer|None|Very rare|2|Non- (0)|Nil|Fearless (19-20)|12|2-20 (2d10)|1|Band|M (6' tall)|Skeleton creation|Damage resistance, spell immunity|19|Nil|175|Neutral|7|Ravenloft|1-6
['2153']|skelinse|Ravenloft|Skeleton, Insectoid|Skeleton, Insectoid|Giant Ant|None|Rare|2|Non- (0)|Nil|Fearless (19-20)|18|2d6|1|Band|M (3' long)|Nil|See below|19|Nil|120|Neutral|6|Ravenloft|1d6
['2153']|skelinse|Ravenloft|Skeleton, Insectoid|Skeleton, Insectoid|Giant Tick|None|Rare|4|Non- (0)|Nil|Fearless (19-20)|3|1|1|Solitary|M (6' long)|See below|See below|17|Nil|650|Neutral|4|Ravenloft|1d6
['2153']|skelinse|Ravenloft|Skeleton, Insectoid|Skeleton, Insectoid|Stag Beetle|None|Rare|7|Non- (0)|Nil|Fearless (19-20)|6|1|3|Solitary|L (10' long)|Charge|See below|13|Nil|1,400|Neutral|3|Ravenloft|4d4/1d10 (&times;2) or 2d10
['2153']|skinthie|Ravenloft|Skin Thief|Skin Thief|Skin Thief|Carnivore|Rare|2+2|Low (5-7)|Nil|Steady (11-12)|12|3-12 (3d4)|3|Clan|M (5' tall)|Nil|Disguise|19|Q (I)|120|Chaotic evil|7 (10)|Ravenloft|1-6/1-6/1-4
['2153']|spirpsio|Ravenloft|Spirit, Psionic|Spirit, Psionic|Spirit, Psionic|Nil|Very rare|9|Exceptional (15-16)|Nil|Fearless (19-20)|9|1|0|Solitary|M (6' tall)|Psionics|+1 or better to hit|11|Nil|7,000|Neutral evil|0|Ravenloft|Nil
['1053', '2153']|straskel|Ravenloft|Strahd Skeleton|Strahd Skeleton|Strahd Skeleton|Nil|Very rare|2|Non- (0)|20%|Special|12|2-20 (2d10)|3/2|Pack|M (6' tall)|Nil|Turn as wights|19|Nil|420|Neutral|7|Barovia|1-6 (weapon)
['1053', '2153']|strazomb|Ravenloft|Strahd Zombie|Strahd Zombie|Strahd Zombie|Nil|Very rare|4|Non- (0)|Special|Fearless (19-20)|9|1d10|1-3|Nil|M (6' tall)|Nil|Turn as mummies|17|Nil|270|Neutral|8|Barovia|1d8
['2153']|unicshad|Ravenloft|Unicorn, Shadow|Unicorn, Shadow|Unicorn, Shadow|Omnivore|Rare|6|Very (11-12)|Nil|Champion (15-16)|24|1|3 or 1|Solitary|L (6' tall at shoulder)|Charge, flaming horn, cause fear, surprise|Immune to poison, <i>charm</i>, <i>hold</i>, and <i>death</i> spells, +1 or better weapon needed to hit, <i>blink</i>|15|D|2,000|Neutral evil|2|Ravenloft forests|1-8/1-8/1-12 or 3-36 (3d12)
['2153']|vampdrow|Ravenloft|Vampire, Drow|Vampire, Drow|Vampire, Drow|Special|Very rare|8+3|Exceptional (15-16)|25%|Elite (13-14)|12|1|1 or 2|Solitary|M (5' tall)|Spells, cause awe, drain fluids, poison, and see below|Spells, +1 or better weapon to hit, immune to poison, regeneration, and see below|13|I&times;2|7,000 (+1,000 per 100 years of age)|Chaotic evil|0|Subterranean|1d4+4/1d4+4
['1053', '2153']|vampnosf|Ravenloft|Vampire, Nosferatu|Vampire, Nosferatu|Vampire, Nosferatu|Blood|Very rare|8+3|High to genius (13-18)|Nil|Champion (15-16)|12, Fl 18 (C)|1|1|Solitary|M (6' tall)|See below|+1 or better weapon to hit|11|F|2,000|Any evil|1|Ravenloft|1d6+4
['2153']|vamporie|Ravenloft|Vampire, Oriental|Vampire, Oriental|Vampire, Oriental|Special|Very rare|9+3|High (13-14)|Nil|Elite (13-14)|12, Fl 6 (C)|1|2|Solitary|M (6' tall)|Energy drain, <i>hold</i> victim|Invisibility; +1 weapon to hit; immune to <i>hold</i>, <i>sleep</i>, <i>charm</i>; see below|11|F|9,000|Chaotic evil|1|Any|1d4+4/1d4+4
['2153']|virus1|Ravenloft|Virus I|Virus I|Combustion|None|Very rare|Special|Non- (0)|Nil|n/a|0|n/a|0|n/a|T (microscopic)|Combustion|See below|0|Nil|650|Neutral|n/a|Ravenloft|Nil
['2153']|virus1|Ravenloft|Virus I|Virus I|Crystal|None|Very rare|Special|Non- (0)|Nil|n/a|0|n/a|0|n/a|T (microscopic)|Crystallization|See below|0|Nil|420|Neutral|n/a|Ravenloft|Nil
['2153']|virus2|Ravenloft|Virus II|Virus II|Petrification|None|Very rare|n/a|Non- (0)|Nil|n/a|0|n/a|0|n/a|T (microscopic)|Petrification|See below|0|Nil|650|Neutral|n/a|Ravenloft|Nil
['2153']|virus2|Ravenloft|Virus II|Virus II|Phobia|None|Rare|n/a|Non- (0)|Nil|n/a|0|n/a|0|n/a|T (microscopic)|Cause phobia|See below|0|Nil|270|Neutral|n/a|Ravenloft|Nil
['2153']|virus3|Ravenloft|Virus III|Virus III|Psionic|None|Very rare|n/a|Non- (0)|Nil|n/a|0|n/a|0|n/a|T (microscopic)|Psionic overload|Nil|0|Nil|650|Neutral|n/a|Any|Nil
['2153']|virus3|Ravenloft|Virus III|Virus III|Shadow|None|Very rare|n/a|Non- (0)|Nil|n/a|0|n/a|0|n/a|T (microscopic)|Shadow rot|Nil|0|Nil|975|Neutral|n/a|Any dark|Nil
['2153']|vorlog|Ravenloft|Vorlog|Vorlog|Vorlog|Special|Very rare|6|High (13-14)|Nil|Steady (11)|12|1|1|Solitary|M (5-6' tall)|<i>Charm</i>, sap Wisdom|+1 weapon to hit; immune to poison, <i>sleep</i>, <i>charm</i>, and <i>hold</i> spells; regeneration|15|C|3,000|Chaotic evil|3|Any land|5-10
['2153']|willodaw|Ravenloft|Will O'Dawn|Will O'Dawn|Will O'Dawn|See below|Very rare|6|Exceptional (15-16)|Nil|Champion (15-16)|Fl 18 (A)|1 or 1-2|One spell|Solitary|T (1-2' diameter)|<i>Color spray</i>, <i>hypnotic pattern</i>|Spell immunity, invisibility|15|Nil|1,400|Chaotic good|-6|Ravenloft|Nil
['2153']|willodee|Ravenloft|Will O'Deep|Will O'Deep|Will O'Deep|See below|Rare|5|High (13-14)|Nil|Champion (15-16)|Fl 12 (A)|1-4|4|Clan|T (1' diameter)|Burning sparks|Spell immunity, invisibility|15|W|1,000|Neutral evil|0|Subterranean|1d4 &times;4
['2153']|willomis|Ravenloft|Will O'Mist|Will O'Mist|Will O'Mist|See below|Rare|7|High (13-14)|See below|Champion (15-16)|Fl 18 (A)|1|1|Solitary|S (2-4' diameter)|Electric burst|Spell immunity, invisibility|13|Z|2,000|Chaotic neutral|-6|Ravenloft|2-16 (2d8)
['2153']|willosea|Ravenloft|Will O'Sea|Will O'Sea|Will O'Sea|See below|Rare|10|Very (11-12)|Nil|Fanatic (17-18)|Fl 18 (A)|1|1|Solitary|H (12-20' long)|<i>Lightning bolt</i>|Spell immunity|11|E|6,000|Neutral evil|-4|Sea of Sorrows|10-60 (10d6)
['2153']|zombcann|Ravenloft|Zombie, Cannibal|Zombie, Cannibal|Zombie, Cannibal|Carnivore|Very rare|2+2|Low (5-7)|Nil|Steady (11-12)|6|2-20 (2d10)|1|Pack|M (6' tall)|Poison|Immune to <i>sleep</i>, <i>charm</i>, <i>hold</i> and poison|19|Nil|270|Chaotic evil|7|Ravenloft|1-8 or 1-2
['2153']|zombdese|Ravenloft|Zombie, Desert|Zombie, Desert|Zombie, Desert|None|Very rare|2|Non- (0)|Nil|Fearless (19-20)|9, Br 6|3d6|1|Pack|M (5' tall)|Surprise, grab|See below|19|Nil|120|Neutral|7|Har'Akir|1d8
['1088', '2153', '2145']|zombwolf|Ravenloft|Zombie Wolf|Zombie Wolf|Zombie Wolf|None|Very rare|2+2|Non- (0)|Nil|Fearless (19-20)|9|2d4|1|None|S (2-4')|Nil|See below|19|Nil|120|Neutral evil|6|Any (Forlorn)|1d4+1
['2153']|zomfog|Ravenloft|Zombie Fog|Zombie Fog|Cadaver|None|Very rare|2+2|Non- (0)|Nil|Fearless (19-20)|6|4d10|1|None|M (5-6')|Nil|Spell immunity, reanimation|19|Nil|175|Neutral|8|Ravenloft|1-6
['2153']|zomfog|Ravenloft|Zombie Fog|Zombie Fog|Zombie Fog|Special|Very rare|6-10|Semi- (2-4)|Nil|Champion (15-16)|6|1|1|Solitary|G (60-100' cloud)|<i>Cause despair</i>, control cadavers|+1 or better to hit, spell immunity|Varies|Nil|6 HD: 1,400<br>7 HD: 2,000<br>8 HD: 2,000<br>9 HD: 3,000<br>10 HD: 4,000|Neutral evil|-1|Ravenloft|Special
