TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2173', '9344']|chilotse|Dragonlance|Child of the Sea|Child of the Sea|Accantus|Omnivore|Very rare|4|Average (8-10)|Nil|Steady (11-12)|6, Sw 15|1|2|Solitary|M (5-7' tall)|See below|See below|17|Nil|650|Chaotic neutral|5|Coast|1d8/1d8
['2173', '9344']|chilotse|Dragonlance|Child of the Sea|Child of the Sea|Child of the Sea|Omnivore|Rare|2|Very (11-12)|Nil|Average (8-10)|12, Sw 12|1-2|1|Solitary|M (5-7' tall)|Nil|Nil|19|See below|120|Neutral|7|Temperate ocean|By weapon
['2140', '2428', '2102']|chimera|Advanced Dungeons & Dragons 2nd Edition|Chimera|Chimera|Chimera|Omnivore|Rare|9|Semi- (2-4)|Nil|Elite (13-14)|9, Fl 18 (E)|1-4|6|Solitary or pride|L (5' tall at the shoulder)|Breath weapon|Nil|11|F|5,000|Chaotic evil|6/5/2|Any temperate to tropical|1-3/1-3/1-4/1-4/2-8 (2d4)/3-12 (3d4)
['2140', '2428', '2102']|chimera|Advanced Dungeons & Dragons 2nd Edition|Chimera|Chimera|Gorgimera|Omnivore|Very rare|10|Semi- (2-4)|Nil|Elite (13-14)|12, Fl 15 (E)|1|5|Solitary|L (5' tall at the shoulder)|Breath weapons|Nil|11|F|6,000|Neutral|5/2|Any temperate to tropical|1-3/1-3/2-8 (2d4)/2-12 (2d6)/3-12 (3d4)
['2125']|chitine|Forgotten Realms|Chitine|Chitine|Chitine|Carnivore|Very rare|2|Very (11-12)|Nil|Steady (11-12)|12, Wb 9|10-60|3|Tribal|S (4' tall)|Webbing traps|Nil|19|D (K,Q)|65|Lawful evil|9 (6)|Any subterranean|1-6/1-6/1-6
['2501']|choker|Mystara|Choker|Choker|Choker|Carnivore|Rare|3|Semi- (2-4)|Nil|Unsteady (7)|9, Br3|1d6|1|Solitary|S (3½' tall)|Strangulation (1d8)|Nil|17|Nil|120|Chaotic evil|4|Subterranean|1d4 (tentacle)
['2166', '1121', '9552']|chosenon|Forgotten Realms|Chosen One|Chosen One|Chosen One|Carnivore|Rare|3|Low (5-7)|Nil|Fanatic (18)|12|5-30|3 or 2|Band|M|Poison|Nil|17|Nil|175|Chaotic evil|7|Any|1d4/1d4/1d8 (or weapon and 1d8)
['2635']|chososio|Planescape|Chososion|Chososion|Chososion|Inner-planar nature|Very rare|8|High (13-14)|95%|Elite (14)|Fl 12 (A)|1|2|Solitary|M (6' across)|Discorporating poison|Struck only by +4 or better weapons, immunities|13|Nil|8,000|Neutral|-5|Inner Planes|1d8/1d8
['Dungeon76']|chraal|Dungeon Magazine|Chraal|Chraal|Chraal|None|Very rare|8+8|Low (5-7)|Nil|Fanatic (17-18)|15|1|2|Solitary|L (8' tall)|Breath weapon|Impervious to cold|11|Nil|4,000|Neutral evil|2|Paraelemental Plane of Ice|2-12/2-12
['2158', '9294']|chrolily|Planescape|Chronolily|Chronolily|Chronolily|Special|Very rare|3|Semi- (2-4)|Nil|Nil|Nil|1|Nil|Solitary|G (50' diameter)|See below|See below|Nil|Nil|65|Neutral|10|Ethereal Plane|Nil
['2166', '9506']|chrovoid|Planescape|Chronovoid|Chronovoid|Chronovoid|Omnivore|Common|12+1 (total)|Average (8-10)|40%|Average (10)|6|1-12|1|Colony|See below|Absorption|See below|9|G|9,000 (total), see below|Chaotic neutral|6|Demiplane of Time|2d6
['9294']|chulcrix|Dragonlance|Chulcrix|Chulcrix|Chulcrix|Carnivore|Very rare|13|Low (5-7)|20%|Steady (12)|Fl 18 (B)|1|2|Solitary|G (100' long)|See below|See below|7|Nil|18,000|Chaotic evil|-2|Ethereal plane|3d6/3d6
['2116']|chuu|Kara-Tur (Forgotten Realms)|Chu-u|Chu-u|Chu-u|None|Very rare|8|Average (8-10)|20%|Steady (12)|3|1|1|Solitary|M (5' tall)|See below|Can be hit only by +1 or better weapons|13|Nil|3,000|Chaotic neutral|1 or -2 (see below)|Any subterranean|1-4
['2125', '2166']|cildabri|Forgotten Realms|Cildabrin|Cildabrin|Cildabrin|Carnivore|Very rare|11|Average (8-10)|20%|Elite (14)|15|1-2|3|Solitary|H (13' across, 6-10' high)|See below|Nil|9|C or D|7,000|Neutral evil|5|Warm subterranean areas|1-12/1-12/1-6
['2418', '2433']|cilops|Dark Sun|Cilops|Cilops|Cilops|Carnivore|Rare|5|Animal (1)|Nil|Elite (13)|15|1-4|2 (See below)|None|H (15')|Stun|Nil|15|Nil|420|Neutral|3|Salt flats/Stony Barrens|2-12
['2524']|cinnavix|Red Steel (Mystara)|Cinnavixen|Cinnavixen|Cinnavixen|Carnivore|Uncommon|1+1|Semi- (2-4)|Nil|Unsteady (5-7)|20|1d4|1|Family|S (3' long)|Bleeding, <i>vermilia</i>|Nil|19|Nil|65|Neutral|5|Temperate forest and mountain|1d4
['2405']|cistfien|Dark Sun|Cistern Fiend|Cistern Fiend|Cistern Fiend|See below|Rare|10+10|Animal (1)|Nil|Champion (15)|12|1|Special|Solitary|G (40'+ long)|See below|Regeneration|9|Water|10,000|Neutral|0|Any water|Special
['2405', '2173']|clamgian|Dragon Magazine|Clam, Giant|Clam, Giant|Carnivorous Scallop|Carnivore|Very rare|4+4|Animal (1)|Nil|Average (8-10)|1, Sw 3 + special|1-4|1 ram|Solitary|M (6' diameter)|Surprise, poison cloud, entrapment|Nil|15|See below|650|Neutral|4 (10)|Tropical shallows|1d10
['2405', '2173']|clamgian|Dragon Magazine|Clam, Giant|Clam, Giant|Giant Clam (Oyster)|Omnivore|Rare|3+3|Non- (0)|Nil|Unsteady (5-7)|1|1-4|See below|Solitary|M (6' diameter)|Entrapment|Nil|17|See below|175|Neutral|3 (10)|Ocean shallows|See below
['Dragon190']|clamgiav|Dragon Magazine|Clam, Giant (variant)|Clam, Giant (variant)|Clam, Giant (variant)|feeder|Rare|5+5|Non-|Nil|Average (8)|1'|20-80|1|Colony|M|Crushing|See text|15|See text|430|Neutral|0/7|Deep ocean/Hydrothermal vents|2-12
['2140', '2104']|cloaker|Advanced Dungeons & Dragons 2nd Edition|Cloaker|Cloaker|Cloaker|Carnivore|Very rare|6|High (13-14)|Nil|Elite (13-14)|1, Fl 15 (D)|1-4|2 + special|Solitary|L (8' long)|See below|See below|15|C|1,400|Chaotic neutral|3 (1)|Any subterranean|1-6/1-6 + special
['2137']|cloaksea|Lankhmar|Cloaker, Sea|Cloaker, Sea|Cloaker, Sea|Carnivore|Very rare|5|Low (5-7)|Nil|Average (8-10)|6, Sw 18|1-6|1 + special|School|M (5' tall)|Envelopment|Nil|15|E|270|Chaotic evil|2|Salt water/Simorgya|1-6/1-6 + victim's AC
['1083']|cloalord|Forgotten Realms|Cloaker Lord|Cloaker Lord|Cloaker Lord|Carnivore|Very rare|9|Genius (17-18)|30%|Fanatic (17-18)|2, Fl 19 (C)|1|2 + special|Solitary or Community (leading cloakers)|H (12'+ long)|Special|Special|11|C,V|2,000|Chaotic neutral|3 (1)|Any|2-8 + victim's AC/2-12
['2153']|cloaresp|Ravenloft|Cloaker, Resplendent|Cloaker, Resplendent|Cloaker, Resplendent|Special|Very rare|6|High (13-14)|Nil|Unsteady (5-7)|12, Fl 15 (D)|1|0|Solitary|M (7' long)|See below|See below|15|Nil|2,000|Chaotic neutral|5|Ravenloft|Nil
['2153']|cloashad|Ravenloft|Cloaker, Shadow|Cloaker, Shadow|Cloaker, Shadow|Special|Very rare|6|High (13-14)|Nil|Elite (13-14)|12, Fl 15 (D)|1|2|Solitary|M (7' long)|Constitution drain|See below|15|Nil|2,000|Chaotic neutral|7|Ravenloft|1d6/1d6
['2153']|cloaunde|Ravenloft|Cloaker, Undead|Cloaker, Undead|Cloaker, Undead|Special|Very rare|6|High (13-14)|Nil|Elite (13-14)|3, Fl 15 (D)|1|2|Solitary|M (7' long)|Level drain, laceration|See below|15|C|2,000|Chaotic evil|3|Ravenloft|1d6/1d6
['2405']|cloudray|Dark Sun|Cloud Ray|Cloud Ray|Cloud Ray|Carnivore|Very rare|12+7 to 24+7|Animal (1)|Nil|Elite (14)|Fl 24 (C)|1|1 tail or 1 bite and psionic|Solitary|G (100'+)|Swallow whole|Psionics|12-13 Hit Dice: 7<br>14+ Hit Dice: 5|Nil|12 Hit Dice: 19,000<br>18 Hit Dice: 25,000<br>24 Hit Dice: 31,000|Neutral|5|Any|5-50 (tail) or 10-100 (bite)
['Dragon167']|clubthor|Dragon Magazine|Clubthorn|Clubthorn|Clubthorn|Carnivore|Uncommon|6|Animal (1)|Nil|Elite (14)|1 (see below)|1-2|2-8|Solitary|L to H|Nil|See below|15|Incidental (10% chance each of J,K,M; 5% chance each of Q and one small magical item)|975|Neutral|5|Temperate forests and swamps|See below
['Dragon239']|cluricha|Dragon Magazine|Clurichaun|Clurichaun|Clurichaun|Wine|Very rare|3|Non- (0)|30%|Average (8-10)|12|1|1|Solitary|T (2' tall)|Control liquids|Nil|19|See below|270|Chaotic (50% Neutral, 25% Good, 25% Evil)|4|Any Urban|By weapon
['2109', '2173']|clwohorr|Spelljammer|Clockwork Horror|Clockwork Horror|Adamantite|None|Unique|7|Genius (17-18)|90%|Fearless (20)|9|1|1|Race|S (2' dia.)|Disintegrate|See below|13|Nil|6,000|Lawful evil|-6|Any nonaquatic|1d20
['2109', '2173']|clwohorr|Spelljammer|Clockwork Horror|Clockwork Horror|Copper|None|Uncommon|2|Low (5-7)|10%|Fearless (20)|9|2-20|1|Race|S (2' dia.)|Nil|See below|19|Nil|65|Lawful evil|4|Any nonaquatic|1d4
['2109', '2173']|clwohorr|Spelljammer|Clockwork Horror|Clockwork Horror|Electrum|None|Rare|4|Very (11-12)|30%|Fearless (20)|9|1-6|1|Race|S (2' dia.)|Steam caster|See below|17|Nil|175|Lawful evil|0|Any nonaquatic|1d8
['2109', '2173']|clwohorr|Spelljammer|Clockwork Horror|Clockwork Horror|Gold|None|Very rare|5|High (13-14)|50%|Fearless (20)|9|1|1|Race|S (2' dia.)|Lightning rod|See below|15|Nil|975|Lawful evil|-2|Any nonaquatic|1d10
['2109', '2173']|clwohorr|Spelljammer|Clockwork Horror|Clockwork Horror|Platinum|None|Unique|6|Exceptional (15-16)|70%|Fearless (20)|9|1|1|Race|S (2' dia.)|Lightning rod|See below|15|Nil|1,400|Lawful evil|-4|Any nonaquatic|1d12
['2109', '2173']|clwohorr|Spelljammer|Clockwork Horror|Clockwork Horror|Silver|None|Rare|3|Average (8-10)|20%|Fearless (20)|9|1-10|1|Race|S (2' dia.)|Spring caster|See below|17|Nil|120|Lawful evil|2|Any nonaquatic|1d6
['2173', '2524']|clwoswma|Red Steel (Mystara)|Clockwork Swordsman|Clockwork Swordsman|Clockwork Swordsman|None|Very rare|5-10|Very to Exceptional (11-16)|Nil|Fearless (19-20)|12|1|2|Solitary|M (6' tall)|See below|See below|5-6 HD: 15<br>7-8 HD: 13<br>9-10 HD: 11|Q (&times;2), see below|5 HD: 650<br>6 HD: 975<br>7 HD: 1,400<br>8 HD: 2,000 (+1000 per additional HD)|Chaotic good|2|Any|By weapon (+3 Strength bonus)
['2140', '2428', '2102']|cockatri|Advanced Dungeons & Dragons 2nd Edition|Cockatrice|Cockatrice|Cockatrice|Omnivore|Uncommon|5|Animal (1)|Nil|Steady (11-12)|6, Fl 18 (C)|1-6|1|Flock|S (3' tall)|Petrification|Nil|15|D|650|Neutral|6|Temperate to tropical, any terrain|1-3
['2140', '2428', '2102']|cockatri|Advanced Dungeons & Dragons 2nd Edition|Cockatrice|Cockatrice|Pyrolisk|Omnivore|Rare|6+2|Low (5)|Nil|Steady (11-12)|6, Fl 18 (C)|1-4|1|Flock|S (3' tall)|Gaze|Immune to fire|13|D|1,400|Neutral evil|6|Temperate to tropical, any terrain|1-4
['9366']|coelenit|Al-Qadim (Forgotten Realms)|Coelenite|Coelenite|Coelenite|Scavenger|Very rare|3|Low (Colony)/Average (Mass mind)|Special|Fearless (20)|3, Sw 15|1-100|2|Colony|M (4'-6')|Special|Special|20|R, U|270|Neutral|3|Coral lagoon|2d6/2d6
['2132', '2166']|coffcorp|Fiends Folio|Coffer Corpse|Coffer Corpse|Coffer Corpse|None|Very rare|2|Low (5-7)|Nil|Average (9)|6|1|1|Solitary|M (4'1&rdquo;-7' tall)|Nil|Hit only by +1 or better magical weapons, see below|19|Nil (8)|65|Chaotic evil|8|Any|1d6 or by weapon
['2137']|coldwoma|Lankhmar|Cold Woman|Cold Woman|Cold Woman|Carnivore|Unique|16|Very (12)|25%|Fanatic (17-18)|9|1|1|Solitary|G (30' tall)|Illusion, cold ray, paralysis, touch destroys as black pudding|Immune to slashing and bludgeoning weapons, lightning and cold attacks|5|F|17,000|Neutral|-2|Cold Wastes|4-40
['2109']|colossus|Spelljammer|Colossus|Colossus|Colossus|Herbivore|Very rare|35|Low to average (5-10)|Nil|Unsteady (6)|48, Fl 24 (E)|1 or 1-6|1 every 2 rounds|Solitary or clan|G (60' tall)|Stunning clap, throw boulders|Nil|5|Nil|27,000|Any chaotic|10|Wildspace|50-100 (or 5-10 hull points)
['9274']|coloston|Forgotten Realms|Colossus, Stone|Colossus, Stone|Colossus, Stone|None|Rare|22 (100 hp)|Non- (0)|See below|Fearless (19-20)|12|1|1|Solitary|H (18' diameter sphere)|Fear|See below|5|Nil|18,000|Neutral|2|Any/Outdoors|3-30
['2501']|coltpixi|Mystara|Coltpixie|Coltpixie|Coltpixie|Herbivore|Very rare|3|Low (7)|Nil|Steady (11)|90|1|2|Solitary|T-L (1-7' tall)|Nil|See below|17|Nil|120|Chaotic neutral|6|Any|1d6 (&times;2) (hooves)
['2119']|constell|Spelljammer|Constellate|Constellate|Constellate|None|Common|N/A|Low (5-7)|Nil|Fearless (19-20)|Varies|1|1|Constellation|G (1 to 100 million sqare miles)|See below|Nil|2|Nil|N/A|Neutral|5 (-10)|Wildspace|See below
['2119']|contempl|Spelljammer|Contemplator|Contemplator|Contemplator|None|Very rare|13+1|Godlike (21)|50%|Fanatic (18)|24|1|3 (5)|Solitary|L (12')|See below|Spell|7|H|13,000|Neutral|0|Asteroid|2d10/2d10/2d10 (2d8/2d8)
['2116']|continh|Kara-Tur (Forgotten Realms)|Con-tinh|Con-tinh|Con-tinh|Special|Rare|6|Average (8-10)|20%|Steady (11)|12|1-2|1|Solitary|M (5' tall)|Laugh|See below|15|I|2,000|Chaotic evil|7|Tropical, subtropical, and temperate plain, forest, jungle, hill|1-4
['2129']|coppauto|Al-Qadim (Forgotten Realms)|Copper Automaton|Copper Automaton|Copper Automaton|None|Very rare|6|Low (5-7)|Nil|Fearless (20)|9|1 (90%) or 3-18 (10%)|2|Solitary|M|Heat|Spell immunities|15|Nil|650|Neutral|3|Ruins|1-6/1-6 or 2-12/2-12
['2173']|coral|Advanced Dungeons & Dragons 2nd Edition|Coral|Coral|Brain Coral|Omnivore|Very rare|3|Exceptional (16)|Nil|Nil|Nil|1|1|Solitary|S (2' diameter)|Psionics, poison|Psionics|Nil|Incidental|175|Neutral|5 (10 polyp)|Tropical tidal zone|Nil
['2173']|coral|Advanced Dungeons & Dragons 2nd Edition|Coral|Coral|Coral Worm|Carnivore|Very rare|3 to 8|Animal (1)|Nil|Steady (11-12)|See below|10-100|1|Colony|L to H (7' to 20' long)|Nil|Razor edges, retreat|17 (3-4 HD)<br>15 (5-6 HD)<br>13 (7-8 HD)|(C)|270 to 2,000|Neutral|0 (8 polyp)|Deep coastal water|1d4 per HD
['9305']|corallan|Lankhmar|Coral (Lankhmar)|Coral (Lankhmar)|Death Coral|Omnivore|Common|1 hp|Non-(0)|Nil|Unsteady (5-7)|1 in coral|100-1000|1-10|Colony|T (2" long)|Paralysis, Razor Edges|Retreat|20|20% of Z|270|Neutral|6 (10)|Coastal Water|1
['9305']|corallan|Lankhmar|Coral (Lankhmar)|Coral (Lankhmar)|Giant Coral|Carnivore|Very Rare|3 to 8|Animal (1)|Nil|Steady (11-12)|12 in coral, Sw 3|10-100|1|Colony|L to H (7'-20' long)||Retreat|3-4 HD: 17<br>5-6 HD: 15<br>7-8 HD: 13|C|3 HD: 270 <br>4 HD: 420 <br>5 HD: 650 <br>6 HD: 975 <br>7 HD: 1,400 <br>8 HD: 2,000|Neutral|0 (8)|Coastal to Deep Water|1d4 per HD
['2153']|corpcand|Ravenloft|Corpse Candle|Corpse Candle|Corpse Candle|None|Very rare|6|Average (8)|Nil|Elite (13-14)|12, Fl 24 (B)|1|1|Solitary|M (6' tall)|See below|Spell immunity, +1 or better weapon to hit|15|Nil|1,400|Chaotic neutral|4|Ravenloft|1-6
['2140', '2102']|couatl|Advanced Dungeons & Dragons 2nd Edition|Couatl|Couatl|Couatl|Carnivore|Very rare|9|Genius (17-18)|Nil|Elite (13-14)|6, Fl 18 (A)|1-4|2|Solitary|L (12' long)|Poison, magic use|Etherealness|11|B,I|6,000|Lawful good|5|Tropical and subtropical jungles|1-3/2-8 (2d4)
['2140', '2132']|crabman|Advanced Dungeons & Dragons 2nd Edition|Crabman|Crabman|Crabman|Omnivore|Rare|3|Low to average (5-10)|Nil|Steady (11-12)|9, Sw 6|2-12|2|Tribal|M-L (7-10' tall)|Nil|Nil|17|(K&times;5,L&times;5,C)|65|Neutral|4|Temperate to tropical sea coasts|1-6/1-6
['2600']|cranirat|Planescape|Cranium Rat|Cranium Rat|Cranium Rat|Scavenger|Uncommon to very rare|1|Low to supragenius (5-20|Varies|Unsteady (7)|15|2d10|1|Pack|T (6&rdquo; long)|See below|See below|19|None|65|Neutral evil|6|Outer Planes|1d4
['2140', '2104', '9247']|crawclaw|Advanced Dungeons & Dragons 2nd Edition|Crawling Claw|Crawling Claw|Crawling Claw|Special|Rare|2-4 hit points|Non- (0)|See below|Fearless (19-20)|9|1-20|1|Swarm|T (human hand)|Nil|See below|20|Any|35|Neutral|7|Any|1-4 (armored foes)<br>1-6 (unarmored foes)
['Dragon269']|crayghe|Dragon Magazine|Crayghe (Elven Hawk)|Crayghe (Elven Hawk)|Crayghe (Elven Hawk)|Carnivore|Rare|1-1|Semi-(4)|Nil|Steady (11)|1, fly 39 (B)|Variable|3|Family|S (up to 4' wingspan)|Dive|Nil|19|Nil|120|Neutral|5|Any elven inhabited|1-2/1-2/ 1
['TheLonesomeRoad']|crimbil|Ravenloft|Crimbil|Crimbil|Crimbil|Omnivore|Rare|3+6|High (13-14)|20%|Elite (14)|9|2-16 (2d8)|1|Clan|S (2-2½')|Poison, Spells|Nil|17|D|420|Neutral evil|8|Temperate forests and hills|By Weapon
['1163']|crimbone|Ravenloft|Crimson Bones|Crimson Bones|Crimson Bones|None|Uncommon|1+3|Non- (0)|Nil|Fearless (20)|12|2d6|1|Pack|M (6' tall)|Blood poisoning|Takes only half-damage from edged weapons|19|Nil|270|Chaotic evil|8|The Shadow Rift|1d4
['2524']|crittemp|Red Steel (Mystara)|Critter, Temple|Critter, Temple|Critter, Temple|Carnivore|Uncommon|3+1|High (13-14)|Nil|Champion (15-16)|15|1d4|3 (claw/claw/bite)|Solitary|T (1' tall)|Nil|Hit only by magical weapons|17|Q|175|Neutral (evil)|5|Any|1d2/1d2/1d4
['Dragon238']|crocalbi|Dragon Magazine|Crocodile, Albino|Crocodile, Albino|Crocodile, Albino|Carnivore|Common|2+3|Low (5-7)|See below|Steady (11)|9, Swim 12|1 (10% chance 2d4+1)|2|Solitary (pack)|M (4-5' diameter)|Attack with surprise, trip|See below|17|Nil|420|Neutral|5|Sewers|2d4/1d6
['Dragon268']|croclima|Dragon Magazine|Crocodilian|Crocodilian|Brute|Carnivore|Very rare|5|Low (5-7)|Nil|Elite (14)|9, swim 12|1 or 2-7|2|Solitary or tribe|L (8' tall)|Nil|Nil|15|D|175|Neutral|5|River beds|2-8/1-12 or by weapon
['Dragon268']|croclima|Dragon Magazine|Crocodilian|Crocodilian|Master|Carnivore|Very rare|3+2|Very (11-12)|Nil|Elite (14)|9, swim 12|1 or 2-7|1|Solitary or tribe|M (6-7' tall)|Spell casting|Spell casting|17|K|270<br>High priest: 420|Chaotic evil|5|Temples, cities|2-8 or by weapon
['2140', '2103']|crocodil|Advanced Dungeons & Dragons 2nd Edition|Crocodile|Crocodile|Giant|Carnivore|Very rare to common|7|Animal (1)|Nil|Steady (11)|6, Sw 12|1 to 2-12|2|None|H (21-30' long)|Surprise|Nil|13|Nil|1,400|Neutral|4|Subtropical and tropical/<br>Saltwater swamps and rivers|3-18/2-20
['2140', '2103']|crocodil|Advanced Dungeons & Dragons 2nd Edition|Crocodile|Crocodile|Normal|Carnivore|Common|3|Animal (1)|Nil|Average (9)|6, Sw 12|3-24|2|None|L (8-15' long)|Surprise|Nil|17|Nil|65|Neutral|5|Subtropical and tropical/<br>Saltwater swamps and rivers|2-8/1-12
['2433', '2407', 'Dragon185']|crodlu|Dark Sun|Crodlu|Crodlu|Heavy|Herbivore|Rare|6+6|Animal (1)|Nil|Steady (11)|18|1-6 (1d6)|5|Herd|L (12'+ tall)|Ram|Nil|13|Nil|2,000|Neutral|4|Sandy wastes, stony barrens|1d6/1d6/1d10/1d8/1d8
['2433', '2407', 'Dragon185']|crodlu|Dark Sun|Crodlu|Crodlu|Normal|Herbivore|Common|4+4|Animal (1)|Nil|Steady (11)|24|5-30 (5d6)|5|Herd|L (10'+ tall)|Grapple|Nil|15|Nil|420|Neutral|4|Desert, scrub plains|1d4/1d4/1d8/1d6/1d6
['2501']|cronofch|Mystara|Crone of Chaos|Crone of Chaos|Crone of Chaos|Carnivore|Very rare|6|High (13-14)|Nil|Steady (12)|12|1|2|Solitary|M (5' tall)|Animal control, magical daggers; see below|Nil|15|M (Z)|650|Chaotic evil|7|Any land|1d6 (claw)/1d6 (claw)
['2140', '2103']|crusgian|Advanced Dungeons & Dragons 2nd Edition|Crustacean, Giant|Crustacean, Giant|Giant Crab|Omnivore|Rare|3|Non- (0)|Nil|Elite (13)|9|2-12|2|None|L (8-15')|Nil|Surprise|17|Nil|65|Neutral|3|Any seashore|2-8/2-8
['2140', '2103']|crusgian|Advanced Dungeons & Dragons 2nd Edition|Crustacean, Giant|Crustacean, Giant|Giant Crayfish|Omnivore|Uncommon|4+4|Non- (0)|Nil|Elite (13)|6, Sw 12|1-4|2|None|L (8'+ long)|Nil|Surprise|15|Nil|175|Neutral|4|Temperate/Freshwater rivers|2-12/2-12
['1091', '2145']|crypserv|Al-Qadim (Forgotten Realms)|Crypt Servant|Crypt Servant|Crypt Servant|None|Rare|6|Low (5-7)|Nil|Fearless (20)|12|1-20|2|Solitary or staff|M (4-7' tall)|Nil|Spell immunities, immune to piercing weapons|15|See below|650|Lawful neutral|5|Tombs|1-4/1-4 or by weapon
['2140', '2107']|crypthin|Advanced Dungeons & Dragons 2nd Edition|Crypt Thing|Crypt Thing|Crypt Thing|None|Very rare|6|Very (11-12)|Nil|Fanatic (17-18)|12|1|1|Solitary|M (6' tall)|Teleport|See below|15|Z|975|Neutral|3|Any/Tomb or grave area|1-8
['2107']|crysmist|Greyhawk|Crystalmist|Crystalmist|Crystalmist|Special|Uncommon|50 hp|Non- (0)/Animal (1)|Nil|Steady (11-12)|Fl 6 (A)|Swarm of 200+1d100|1|Swarm|T (1' diameter)|Light beams|See below|13|Nil|2,000|Neutral|7|Temperate and subtropical/mountains|1-6
['Dragon174']|crystall|Dragon Magazine|Crystalle|Crystalle|Crystalle|Positive energy|Unique|12 (96 hp)|Genius|95%|Fearless (19)|18, Fl 24 (B)|1|2|Solitary|L (22' tall)|High-damage attacks, spells|+4 or better weapon to hit, elemental abilities, flight, spells|9|Nil (Q,T,U,V,X)|16,000|Neutral|-4 (variable)|Plane of Mineral|3d8+8/3d8+8
['9334']|curotai|Dragonlance|Curotai|Curotai|Curotai|Carnivore|Rare|6+6|Average (8-10)|Nil|Steady (12)|12|1|4|Family|L (9' tall)|Nil|Parrying|13|Nil|2,000|Chaotic evil|6|Subterranean caverns|By weapon type +3 strength bonus
['2417']|cursdead|Dark Sun|Cursed Dead/Hungry Body|Cursed Dead/Hungry Body|Cursed Dead/Hungry Body|None|Common|1|Average (10)|Nil|Special|8|100-1,000|1|None|M|Nil|Nil|18|Nil|70|Neutral Good (Chaotic Evil)|8|Black Waters Oasis|1d4 or by weapon
['2524']|cursdone|Red Steel (Mystara)|Cursed One|Cursed One|Cursed One|<i>Cinnabryl</i>|Rare|6|Low (5-7)|25%|Champion (15-16)|15, Fl 15|1d4|1|Solitary|M (4-7' tall)|Depletes cinnabryl|Hit only by magical weapons|15|Nil|3,000|Chaotic neutral|2|Any|1d8
['1109', '2158', '9247']|curst|Advanced Dungeons & Dragons 2nd Edition|Curst|Curst|Curst|None|Rare|As level|See below|85%|Average (10)|12|2-11|1 or as per level|Solitary|M (58-68)|Rot grubs (15%)|Spell immunities; immune to fire, cold, energy drain|As per level|Nil|Varies|Chaotic neutral|7 (or by armor)|Subterranean|1d4 or by weapon
['3140']|cwnannwn|Birthright|Cwn Annwn|Cwn Annwn|Cwn Annwn|Elves|Uncommon (Shadow World), Very Rare (Vosgaard)|7+2|Low (5-7)|Nil|Fanatic (17-18)|15|3-12|3|Pack|L (7' long)|Fire breath|Immune to fire and surprise, magic or silver weapons to hit|13|C|2,000|Lawful evil|4|Shadow World, Vosgaard|1d8/1d8/2d8 (claw/claw/bite)
['2600']|dabus|Planescape|Dabus|Dabus|Dabus|Omnivore|Uncommon|4 to 8|Very (11-12)|Nil|Steady (12)|12|1d8|1|Hierarchy|M (6' tall)|Nil|See below|4 HD: 17<br>5-6 HD: 15<br>7-8 HD: 13|Nil|4 HD: 75<br>5 HD: 270<br>6 HD: 420<br>7 HD: 650<br>8 HD: 975|Neutral|7|Sigil|1d8 or weapon
['3117']|daeganda|Birthright|Daegandal|Daegandal|Daegandal|Herbivore|Mythical|7|Genius (17-18)|25%|Elite (13)|9, Jp 18|Unknown|4|Solitary|M (4-6' tall)|Spells|Regeneration|13|R&times;2,S&times;2,T|4,270|Neutral|4|Any wilderness|1d4+1/1d4+1/2d4-1/2d4-1
['11372']|daemlord|Dragonlance|Daemonlord|Daemonlord|Daemonlord|Carnivore|Very rare|15|Genius (18)|50%|Fearless (20)|12, Fl 30 (B)|1|3|Solitary|L (12' tall)|Paralyze with gaze, deafen with roar, lightning 6/day|+2 or better weapons needed to hit, invulnerable to any creature except those witnessing its creation|5|W|21,000|Chaotic evil|-2|Abyss (Krynn)|1d10/1d10/3d10
['Dragon246']|daemwarr|Dragon Magazine|Daemon Warrior|Daemon Warrior|Daemon Warrior|See below|Very rare|5|Genius (18)|10%|Fanatic (17)|12, FI 18 (A)|2-20|1|Solitary|M (4’-7’)|Fear aura|Immune to fire, nonblessed weapons|15|B|5,000|Chaotic evil|0|Any|By weapon type
['2433']|dagorran|Dark Sun|Dagorran|Dagorran|Dagorran|Omnivore|Rare (common)|4|Semi- (2-4)|Nil|Steady (11)|Jp 9|2-8 (2d4)|1|Pack|M (4-6' long)|Psionics|Nil|17|Nil|1,400|Neutral|7|Wastelands, tablelands|2d6 (bite)
['Dragon165']|damfisgi|Dragon Magazine|Damselfish, Giant|Damselfish, Giant|Damselfish, Giant|Carnivore|Uncommon|2+4|Animal (1)|Nil|Steady (11)|SW 18 (lunge 30)|1-2|2|Solitary|L (7½')|Stunning ram|Nil|17|Nil|120|Neutral|5|Tropical and temperate/saltwater oceans|1-4/1-4
